generated,expected,generated_md,original_md
My suspicion is that Wagner-affiliated mercenaries are planning a major attack with chemical weapons somewhere in Donbas that will take place before the end of February.,My suspicion is that Wagner-affiliated mercenaries are planning a massive attack in Donbas that will take place before the end of February.,(MD0)My suspicion is that Wagner-affiliated mercenaries are planning a major attack with chemical weapons somewhere in Donbas that will take place before the end of February.(MD0),(MD0)My fear is that Wagner-affiliated mercenaries are plotting a major attack with chemical weapons somewhere in Donbas that will take place before the end of February.(MD0)
"Both American and Russian sources weeks ago speculated at the other side launching some sort of chemical weapons attack, which is typical in false-flag operations.","Both American and Russian sources speculated at the other side's launch of some sort of chemical weapons attack, which is typical in false-flag operations.","(MD0)Both American and (MD1)Russian sources(MD1) weeks ago speculated at the other side launching some sort of chemical weapons attack, which is typical in false-flag operations.(MD0)","(MD0)Both American and (MD1)Russian sources(MD1) weeks ago hinted at the other side launching some kind of chemical weapons attack, which is classic in false-flag operations.(MD0)"
No one will know who did it for some time until one is announced.,No one knows who did it for some time when one is announced.,(MD0)No one will know who did it for some time until one is announced.(MD0),"(MD0)When one is launched, no one will be sure who actually did it for some time.(MD0)"
"Syria used chemical weapons in Syria, and several key facts are now in question by public scrutiny.","To establish that Syria used chemical weapons in Syria, it took months of direct inspections, and several key facts are also questioned by public doubt.","(MD0)Syria used chemical weapons in Syria(MD1), and several key facts are now in question by public scrutiny.(MD0)","(MD0)It took months of direct inspections to prove (MD1)Syria used chemical weapons in Syria(MD1), and many key facts are still afflicted by public doubt.(MD0)"
People from both sides will believe what their leaders and media insist is true — the old saying about the first casualty of war being the truth sticks around for a reason.,Both sides will believe what their leaders and media insist is true — the old saying about the first casualty of war being the truth persists for a reason.,(MD0)People from both sides will believe what their leaders and media insist is true — the old saying about the first casualty of war being the truth sticks around for a reason.(MD0),(MD0)People on both sides will believe what their leaders and media insist is true — the old saying about the first casualty of war being the truth sticks around for a reason.(MD0)
"Just as Americans are fighting with each other over what happened in the Capitol Attack, pundits in America and Russia are arguing that the other side is telling lies.","Just as Americans are fighting over what happened in the Capitol Attack, pundits in America and Russia are concerned that the other side is telling lies.","(MD0)Just as Americans are fighting with each other over what happened in the Capitol Attack, pundits in America and Russia are arguing that the other side is telling lies.(MD0)","(MD0)Just like Americans are fighting with each other over what actually happened in the Capitol Attack, so will the pundits in America and Russia insist the other side is telling lies.(MD0)"
There are now two main scenarios for how the Ukraine crisis will end.,There are now two main scenarios for how the Ukraine crisis will end.,(MD0)There are now two main scenarios for how the Ukraine crisis will end.(MD0),(MD0)There are now two basic possibilities for how the Ukraine crisis ends.(MD0)
One of the two major blowups that caused a Russian ultimatum to Zelensky.,One is a big blowup that has triggered a Russian ultimatum to Zelensky.,(MD0)One of the two major blowups that caused a Russian ultimatum to Zelensky.(MD0),(MD0)One is a major blowup that triggers a Russian ultimatum to Zelensky.(MD0)
"This will force Ukraine to choose either unfair talks that result in the cession of Donbas and Crimea permanently or a large war that Ukraine cannot win without significant direct military assistance, which Biden has already ruled out in an idiotic, counterproductive self-own.","This will force Ukraine to choose either unfair talks that result in the cession of Donbas and Crimea permanently, or a huge conflict that cannot be won without significant military assistance.","(MD0)This will force Ukraine to choose either unfair talks that result in the cession of Donbas and Crimea permanently or a large war that Ukraine cannot win without significant direct military assistance, which Biden has already ruled out in an idiotic, counterproductive self-own.(MD0)","(MD0)This will force Ukraine to choose between unfair negotiations that force cession of Donbas and Crimea permanently or a huge war Ukraine cannot win without massive direct military support Biden has already ruled out in an idiotic, counterproductive self-own.(MD0)"
My hysteria is hoping that Germany convinces Putin that it will prevent Ukraine from joining NATO by establishing concrete terms on membership. Those are unlikely to be able to meet for twenty years.,My hope is that Germany convinces Putin that it will prevent Ukraine from joining NATO by establishing concrete terms on membership. Kyiv is unlikely to be able to meet for twenty years.,(MD0)My hysteria is hoping that (MD1)Germany convinces Putin(MD1) that it will prevent Ukraine from joining NATO by establishing concrete terms on membership. (MD0) Those are unlikely to be able to meet for twenty years.(MD0),(MD0)My hope is that (MD1)Germany convinces Putin(MD1) that it will prevent Ukraine from joining NATO through setting clear conditions on membership Kyiv is unlikely to be able to meet for twenty years.(MD0)
Autonomy for Donbas and an understanding that Crimea will remain Russian plus an effective demilitarized zone buffering the two sides along their mutual boundaries are also likely to be required to prevent a war.,Autonomy for Donbas and an understanding that Crimea will remain Russian plus an effective demilitarized zone buffering the two sides along their mutual boundaries are also crucial to prevent a war.,(MD0)Autonomy for Donbas and an understanding that Crimea will remain Russian plus an effective demilitarized zone buffering the two sides along their mutual boundaries are also likely to be required to prevent a war.(MD0),(MD0)Autonomy for Donbas and an understanding that Crimea will remain Russian plus an effective demilitarized zone buffering the two sides along their mutual borders are also sadly going to be necessary to avert a war.(MD0)
"The conflict has to be settled for a decade, and I suspect it will be this year, one way or another.","The conflict must be settled for a decade, and I suspect it will be this year, one way or another.","(MD0)The conflict has to be settled for a decade, and I suspect it will be this year, one way or another.(MD0)","(MD0)The conflict has to be settled for a generation — and I suspect it will be this year, one way or another.(MD0)"
"Now that Ukraine is alone, Putin can keep ratcheting up pressure on Kyiv until he gets what he wants or Zelensky falls, opening the way for a coup and the sudden deployment of military forces under the new regime's invitation.","Now that Ukraine is largely ruled by Putin, the new regime's incoming coup and the rapid deployment of military forces under the new regime's invitation.","(MD0)Now that Ukraine is alone, Putin can keep ratcheting up pressure on Kyiv until he gets what he wants or Zelensky falls, opening the way for a coup and the sudden deployment of military forces under the new regime's invitation.(MD0)","(MD0)Now that Ukraine stands alone Putin can keep ratcheting up pressure on Kyiv until he gets what he wants or Zelensky falls, creating an opening for a coup and sudden deployment of military forces at the invitation of the new regime.(MD0)"
Putin's priorities in this crisis are ranked according to importance:,"According to the importance, Putin's priorities in this crisis are ranked: Those that are most relevant are:",(MD0)Putin's priorities in this crisis are ranked according to importance: (MD0),(MD0)Putin’s objectives in this crisis ranked according to importance are:(MD0)
1.,1.,(MD0)1.(MD0),(MD0)1.(MD0)
Neutralize the threat of Ukraine joining NATO anytime soon.,Neutralize the threat that Ukraine will join NATO anytime soon.,(MD0)Neutralize the threat of Ukraine joining NATO anytime soon.(MD0),(MD0)Neutralize the threat of Ukraine joining NATO anytime soon2.(MD0)
Maintain power over the majority Russian-speaking Donbas3 is in charge.,Maintain control over the majority Russian-speaking Donbas3.,(MD0)Maintain power over the majority Russian-speaking Donbas3 is in charge.(MD0),(MD0)Maintain control over the predominantly Russian-speaking Donbas3.(MD0)
Weaken NATO over the long run by revealing its inefficiencies.,NATO has been criticized for the long run by revealing its inability.,(MD0)Weaken NATO over the long run by revealing its inefficiencies.(MD0),(MD0)Weaken NATO over the long run by proving its limitations4.(MD0)
Demonstrate America's inability to move to actually protect allies.,Demonstrate America's inability to do anything to help allies.,(MD0)Demonstrate America's inability to move to actually protect allies.(MD0),(MD0)Demonstrate America’s inability to act to actually defend allies5.(MD0)
Pull Ukraine will be permanently attached to Russia's orbit forever,Ukraine will permanently move Ukraine into Russia's orbit.,(MD0)Pull Ukraine will be permanently attached to Russia's orbit forever(MD0),(MD0)Pull Ukraine into Russia’s orbit permanently(MD0)
"For all NATO's bluster over being more united than ever and a handful of American combat troops deployed to feign real commitment, it is clear that Putin has already achieved 3 and 4.","For all NATO's bluster over being more united than ever and a select few American combat troops deployed to feign real commitment, it is clear that Putin has already achieved 3 and 4.","(MD0)For all NATO's bluster over being more united than ever and a handful of American combat troops deployed to feign real commitment, it is clear that Putin has already achieved 3 and 4.(MD0)","(MD0)For all NATO’s bluster about being more united than ever and a paltry few American combat troops dispatched to feign real commitment, it is clear that Putin has already achieved 3 and 4.(MD0)"
"Biden is backing down as quickly as he can in the face of direct military threats to a partner that could hurt American civilians, while trying to refocus America's attention on China.","Biden is backing down as quickly as he can in the face of direct military threats to a partner that could hurt American civilians, while trying to refocus America's attention on China.","(MD0)Biden is backing down as quickly as he can in the face of direct military threats to a partner that could hurt American civilians, while trying to refocus America's attention on China.(MD0)","(MD0)In the face of direct military threats to a partner that could harm American citizens, Biden is backing down as fast as he can while trying to refocus America’s attention on China.(MD0)"
"Now, So, Putin is now aiming to solve 1 and 2.",So now Putin is aiming for 1 and 2.,"(MD0)Now, (MD0)So, Putin is now aiming to solve 1 and 2.(MD0)",(MD0)So now Putin aims to resolve 1 and 2.(MD0)
"He would obviously prefer to win through negotiations, but it is clear that even at a significant price to Russia's international reputation and long-term relationship with Ukraine, he is committed to victory.","He would clearly prefer to win by negotiation, but it is clear that he is determined to win despite the price being paid to Russia's international reputation and long-term relationship with Ukraine.","(MD0)He would obviously prefer to win through negotiations, but it is clear that even at a significant price to Russia's international reputation and long-term relationship with Ukraine, he is committed to victory.(MD0)","(MD0)He would clearly prefer to win through negotiation, but it is apparent that he is committed to victory even at serious cost to Russia’s international reputation and long-term relationship with Ukraine.(MD0)"
"The main deterrent to a major invasion is the fact that, contrary to his own assertion that Russians and Ukrainians will always be the same people, a big war will permanently break whatever bonds remain.","Despite his assertion that Russians and Ukrainians will always be the same people, a big war will permanently break whatever links remain, which will be the deterrent to a major invasion.","(MD0)The main deterrent to a major invasion is the fact that, contrary to his own assertion that Russians and Ukrainians will always be the same people, a big war will permanently break whatever bonds remain.(MD0)","(MD0)The real deterrent to a major invasion is the fact that, contrary to his own insistence that Russians and Ukrainians will always be the same people, a big war will permanently sever whatever bonds remain.(MD0)"
"And if an insurgent does not kill hundreds of Russian troops, eventually Ukraine will be free again.","And if an insurgent Russian soldier does not kill hundreds of Russian troops, Ukraine will be free again.","(MD0)And if an insurgent does not kill hundreds of Russian troops, eventually Ukraine will be free again.(MD0)","(MD0)Even if an insurgency doesn’t kill hundreds of Russian soldiers, eventually Ukraine will be free again.(MD0)"
"Because this truth comes up against objective 5, an all-out conquest is the least likely result.","Since this information contradicts objective 5, the least likely result is a all-out conquest.","(MD0)Because this truth comes up against objective 5, an all-out conquest is the least likely result.(MD0)","(MD0)Because this truth runs up against objective 5, all-out conquest is the least likely outcome.(MD0)"
"Putin is more cautious than people give him credit for, and Russia's newly-professional military is as casualty averse and reliant on firepower as America's, but it is unlikely that an invasion would be the weapon to bring this about except in the last resort.","Putin is more cautious than people give him credit for, and Russia's newly-professional military is as casualty averse and reliant on firepower as America's, but it is unlikely that an invasion would be the means to bring this about except in the last resort.","(MD0)Putin is more cautious than people give him credit for, and Russia's newly-professional military is as casualty averse and reliant on firepower as America's, but it is unlikely that an invasion would be the weapon to bring this about except in the last resort.(MD0)","(MD0)Putin is more cautious than people give him credit for and Russia’s newly-professional military is as casualty averse and reliant on firepower as America’s — moving in after a collapse of the Kyiv government is a distinct possibility, but it is doubtful an invasion will be the tool to bring this about except in the last resort.(MD0)"
"A major military setback in Ukraine's east, on the other hand, would be both NATO's inability to help and Zelensky's inability to shield his civilians.","However, a significant military setback in Ukraine's east would be both NATO's inability to help and Zelensky's inability to shield his civilians.","(MD0)A major military setback in Ukraine's east, on the other hand, would be both NATO's inability to help and Zelensky's inability to shield his civilians.(MD0)","(MD0)A substantial military defeat in Ukraine’s east, however, would prove both NATO’s unwillingness to assist and Zelensky’s inability to protect his people.(MD0)"
A limited operation opens the door to further conquest by non-military means.,A limited operation opens the door to further conquest by non-military means.,(MD0)A limited operation opens the door to further conquest by non-military means.(MD0),(MD0)A limited operation opens the door to further conquest through non-military means.(MD0)
"Troop deployments aside, Putin does not want to conquer Ukraine by force.","Leaving aside troop deployments, Putin does not want to conquer Ukraine by force.","(MD0)Troop deployments aside, Putin does not want to conquer Ukraine by force.(MD0)","(MD0)Troop deployments aside, Putin does not want to conquer Ukraine by force.(MD0)"
Having to do this would be a partial failure of his own plan and possibly lead to a united European Union response that would be worse for Russia than a united NATO.,"Being forced to do this would be a partial failure of his own plan and could result in a united European Union response, which would be worse for Russia than a united NATO.",(MD0)Having to do this would be a partial failure of his own plan and possibly lead to a united European Union response that would be worse for Russia than a united NATO.(MD0),(MD0)Having to do this would represent a partial failure of his own strategy and probably lead to a united European Union response which will be worse for Russia than a united NATO.(MD0)
"The Transatlantic Alliance will always be hindered by America's demise, a process that Russia can now actively escalate if it chooses — and may, as part of Putin's ultimate revenge for the Soviet Union's fall.","The Transatlantic Alliance will always be hindered by America's demise, a process that Russia will now actively expand if it chooses — and may well do so as part of Putin's ultimate revenge for the Soviet Union's demise.","(MD0)The Transatlantic Alliance will always be hindered by (MD1)America's demise(MD1), a process that Russia can now actively escalate if it chooses — and may, as part of Putin's ultimate revenge for the Soviet Union's fall.(MD0)","(MD0)The Transatlantic Alliance will always be hindered by (MD1)America’s ongoing collapse(MD1), a process Russia can now actively intensify if it chooses — and might, as part of Putin’s ultimate revenge for the fall of the Soviet Union.(MD0)"
"If I were in his situation, that would be my highest aim.","If I were in his situation, that would be my highest aim.","(MD0)If I were in his situation, that would be my highest aim.(MD0)","(MD0)Were I in his position, that would be my ultimate goal.(MD0)"
"However, Putin's priorities 1 and 2 are important.","For Putin, however, goals 1 and 2 are vital.","(MD0)However, Putin's priorities 1 and 2 are important.(MD0)",(MD0)But objectives 1 and 2 are paramount for Putin.(MD0)
Everything he has done to bring NATO and America in a tizzy was supposed to show one thing to Ukraine: you are alone.,Everything he has done to bring NATO and America in a tizzy has been planned to show one thing: you are alone.,(MD0)Everything he has done to bring NATO and America in a tizzy was supposed to show one thing to Ukraine: you are alone.(MD0),(MD0)Everything he has done to get NATO and America in a tizzy has been designed to prove one thing to Ukraine: you are alone.(MD0)
And Ukraine is also Ukraine.,And Ukraine is a republic in Ukraine.,(MD0)And Ukraine is also Ukraine.(MD0),(MD0)And Ukraine is.(MD0)
"America is running away just like it did in Afghanistan, Biden completely worried about his domestic audience and pitiful hopes for re-election in 2024.","America is running away, just as it did in Afghanistan, with Biden entirely worried about his domestic audience and pitiful hopes for re-election in 2024.","(MD0)America is running away just like it did in Afghanistan, Biden completely worried about his domestic audience and pitiful hopes for re-election in 2024.(MD0)","(MD0)America is running away just like it did in Afghanistan, Biden entirely concerned about his domestic audience and pitiful chances at re-election in 2024.(MD0)"
"Biden, a classic politician who looks solely for his own interests, cannot be trusted and is as much an accelerator of America's demise at this point as Trump.","Biden, a classic politician who looks solely for his own interests, cannot be trusted and is as much a catalyst of America's demise as Trump.","(MD0)Biden, a classic politician who looks solely for his own interests, cannot be trusted and is as much an accelerator of America's demise at this point as Trump.(MD0)","(MD0)A classic politician who cares only for his own interests, Biden cannot be trusted and is as much an accelerator of America’s demise at this point as Trump.(MD0)"
Putin's maskirovka is intended to mask his primary objectives.,Putin's maskirovka is designed to mask his main goals.,(MD0)Putin's maskirovka is intended to mask his primary objectives.(MD0),(MD0)Putin’s maskirovka is designed to obscure his core aims.(MD0)
"Objective 5 is on his horizon, but Putin is smart enough to know he won't get it if there is an all-out war.","Objective 5 is on his way, but Putin is smart enough to know that if there is an all-out war, he will not get it.","(MD0)Objective 5 is on his horizon, but Putin is smart enough to know he won't get it if there is an all-out war.(MD0)","(MD0)Objective 5 is on his horizon, but Putin is savvy enough to realize he doesn’t get it if there’s an all-out war.(MD0)"
"Instead, after a sufficient provocation now or this summer, Russia can simply sit back and bombard Ukraine for days or weeks with weapons that Ukraine can't stop.","Rather, after a sufficient provocation now or this summer, Russia will sit back and bombard Ukraine for days or weeks with weapons that Ukraine can't cope with.","(MD0)Instead, after a sufficient provocation now or this summer, Russia can simply sit back and bombard Ukraine for days or weeks with weapons that Ukraine can't stop.(MD0)","(MD0)Instead, after a sufficient provocation now or this summer, Russia can simply sit back and bombard Ukraine for days or weeks with weapons Ukraine can’t stop.(MD0)"
"A direct invasion of Ukraine at any time will follow an initial attempt to paraphrase and crush Ukraine's armed forces in the east because the main aim in all war is to defeat your enemy's military, not capture their cities.","At any time, a direct invasion of Ukraine would follow an attempt to paraphrase and stymie Ukraine's armed forces in the east because the key issue in all war is to defeat your enemy's military, not capture their towns.","(MD0)A direct invasion of Ukraine at any time will follow an initial attempt to paraphrase and crush Ukraine's armed forces in the east because the main aim in all war is to defeat your enemy's military, not capture their cities.(MD0)","(MD0)A direct invasion of Ukraine at any point will follow an initial campaign intended to paralyze and crush Ukraine’s armed forces in the east because in all warfare the core requirement is to defeat you enemy’s military, not capture their cities.(MD0)"
"So, if war breaks out soon, the likely course of events if war breaks out like this:","So if war breaks out soon, the likely course of events will be similar: this is the case.","(MD0)So, if war breaks out soon, the likely course of events if war breaks out like this:(MD0)",(MD0)So the likely course of events if war breaks out soon goes like this:(MD0)
"Russia makes several attempts to keep a door open to talks and imply a willingness to back downIf Zelensky refuses, rebels in Donbas begin making strides backed by Russian artillery and air, backed by Russian artillery and air, backed by Russian artillery and air.If Zelensky resists, rebels in Donbas begin making strides backed by Russian artillery and (","Russian soldiers or Russian-speakers in Ukraine die in a mysterious way, and Russian artillery and air strikes keep a door open to talks, suggesting a total attack if Zelensky does not comply.","(MD0)(MD1)Russia makes several attempts to keep a door open to talks and imply a willingness to back down(MD1)(MD1)If Zelensky refuses, rebels in Donbas begin making strides backed by Russian artillery and air, backed by Russian artillery and air, backed by Russian artillery and air.(MD1)(MD1)If Zelensky resists, rebels in Donbas begin making strides backed by Russian artillery and (MD0)(MD0)(MD1)(","(MD0)(MD1)Russia makes several moves that keep a door open to negotiations and imply a willingness to back down(MD1)(MD1)An accident or intentional attack kills Russian soldiers or Russian-speakers in Ukraine(MD1)(MD1)Putin gives Zelensky an ultimatum, threatening a total invasion if he doesn’t accede to Russian demands(MD1)(MD1)If Zelensky resists, separatists in Donbas begin making advances backed by Russian artillery and air strikes.(MD1)(MD0)"
"Even as Ukraine's forces are smashed from the air, Putin denies that an invasion is underway.","Even as Ukraine's forces are smashed from the air, Putin denies that an invasion is underway.","(MD0)(MD1)Even as Ukraine's forces are smashed from the air, (MD1)Putin denies that an invasion is underway.(MD0)",(MD0)(MD1)Putin denies an invasion is underway even as Ukraine’s forces are smashed from the air.(MD1)(MD0)
"If sanctions are lifted, he will increase by attacking more of Ukraine's military infrastructures.","If sanctions were lifted, he would escalate by attacking more of Ukraine's military infrastructures.","(MD0)If sanctions are lifted, he will increase by attacking more of Ukraine's military infrastructures.(MD0)","(MD0)If sanctions drop, he escalates by striking more of Ukraine’s military infrastructures.(MD0)"
The attacks cease if Ukraine negotiates.,"If Ukraine talks, the attacks will cease.",(MD0)The attacks cease if Ukraine negotiates.(MD0),"(MD0)If Ukraine negotiates, the attacks stop.(MD0)"
"At this point, it's on America to go forward with its sanctions threat, but Russia insists it is not attacking anyone, just supporting people under attack.","At this point, it's on America to continue with its sanctions campaign, while Russia insists it is not attacking anyone but supporting people under attack.","(MD0)At this point, it's on America to go forward with its sanctions threat, but Russia insists it is not attacking anyone, just supporting people under attack.(MD0)","(MD0)At this point it’s on America to go ahead with its sanctions threat while Russia insists it’s not invading anyone, just supporting people under attack.(MD0)"
The big attack that I fear could involve chemical weapons in order to specifically call into question American claims of Russian involvement and remind the world of the lies that brought America into Iraq.,Chemical weapons could be used to specifically question American claims of Russian involvement and warn the world of the lies that led to America's invasion of Iraq.,(MD0)The big attack that I fear could involve chemical weapons in order to specifically call into question American claims of Russian involvement and remind the world of the lies that brought America into Iraq.(MD0),(MD0)The major attack I fear could involve chemical weapons in order to directly call into question American assertions of Russian responsibility and remind the world of the lies that got America into Iraq.(MD0)
"If major combat starts, it will continue until Zelensky agrees to terms or falls to a coup after Ukraine's military is deposed.","If major combat begins, it will continue until Zelensky comes to terms or falls to a coup after Ukraine's military is decimated.","(MD0)If major combat starts, it will continue until Zelensky agrees to terms or falls to a coup after Ukraine's military is deposed.(MD0)","(MD0)If major fighting begins, it continues until Zelensky agrees to terms or falls to a coup after Ukraine’s military is decimated.(MD0)"
Russia's forces surrounding Ukraine give Putin the opportunity to deploy one at a time or all at once.,Putin can choose one or all at once from Russia's forces surrounding Ukraine.,(MD0)Russia's forces surrounding Ukraine give Putin the opportunity to deploy one at a time or all at once.(MD0),(MD0)Russia’s forces surrounding Ukraine give Putin options he can elect to deploy one at a time or all at once.(MD0)
"Maskirovka, as all Russian military doctrine, is based on Soviet experiences in the Second World War.","Maskirovka, as with all Russian military doctrine, is based on Soviet experiences in the Second World War.","(MD0)Maskirovka, as all Russian military doctrine, is based on Soviet experiences in the Second World War.(MD0)","(MD0)Maskirovka, like all Russian military doctrine, is based on the Soviet experiences in the Second World War.(MD0)"
"Russia does not see war like the definition-obsessed Americans do — it isn't something declared, waged, and ended — not something that isn't.","Russia does not see war as defined by the definition-obsessed Americans — it isn't something announced, waged, and then ended.","(MD0)Russia does not see war like the definition-obsessed Americans do — it isn't something declared, waged, and ended — not something that isn't.(MD0)","(MD0)Russia doesn’t see war like the definition-obsessed Americans do — it isn’t something declared, waged, then ended.(MD0)"
"War is politics, and politics is war, and Russia has learned Clausewitz' lessons better than anyone.","Politics are politics, and politics are war; Russia has learned Clausewitz's lessons better than anyone else.","(MD0)War is politics, and politics is war, and Russia has learned Clausewitz' lessons better than anyone.(MD0)","(MD0)War is politics, and politics is war — Russia has learned Clausewitz’ lesson better than anyone.(MD0)"
"All conflict takes place on a continuum, and each move made is part of a larger, multi-layered game.","All combat takes place on a continuum, and each move made is part of a larger, multi-layered game.","(MD0)All conflict takes place on a continuum, and each move made is part of a larger, multi-layered game.(MD0)","(MD0)All conflict takes place on a continuum and each move made is part of a deeper, multi-layered game.(MD0)"
Violence is simply a device that can be used to make a case.,"Violence is simply a weapon, which can be used to make a case.",(MD0)Violence is simply a device that can be used to make a case.(MD0),"(MD0)Violence is merely a tool, deployed as needed to prove a point.(MD0)"
"I hope, hope, that a war can still be avoided.","I hope, aspire, and pray that a war can still be avoided.","(MD0)I hope, hope, that a war can still be avoided.(MD0)","(MD0)I hope, hope, hope a conflict can still be averted.(MD0)"
"However, America's plan has failed and is probably making it worse.","However, America's plan has failed and is probably making it worse.","(MD0)However, America's plan has failed and is probably making it worse.(MD0)",(MD0)But America’s strategy has failed and is probably making everything worse.(MD0)
paraphrasedout: Only Europe will ever defend Ukraine in the long run.,Only Europe will ever protect Ukraine in the long run.,paraphrasedout: (MD0)Only Europe will ever defend Ukraine in the long run.(MD0),"(MD0)In the long run, only Europe will ever defend Ukraine.(MD0)"
Only Europe can cope with Russia.,Only Europe can cope with Russia.,(MD0)Only Europe can cope with Russia.(MD0),(MD0)Only Europe can deal with Russia.(MD0)
"American leaders are too ignorant of geography, history, and systems to be trusted in this crisis.","In this crisis, American leaders are too ignorant of geography, history, and current events to be trusted.","(MD0)American leaders are too ignorant of geography, history, and systems to be trusted in this crisis.(MD0)","(MD0)American leaders are too ignorant of geography, history, and systems to be trusted in this crisis.(MD0)"
