generated,expected,generated_md,original_md
"The stage has been set, and the participants are in place, and the Second Cold War has begun.","The scene has been set, and the participants are in position, and the Second Cold War has begun.","(MD0)The stage has been set, and the participants are in place, and the Second Cold War has begun.(MD0)","(MD0)The stage is set, and the players are in position, the Second Cold War has begun.(MD0)"
"While military conflicts will inevitably occupy a large portion of the spotlight, the battlefield of persuasion is perhaps the most significant in this new cold war.","Although military conflicts will dominate the news, the battlefield of persuasion is perhaps the most significant in this new cold war.","(MD0)While military conflicts will inevitably occupy a large portion of the spotlight, the battlefield of persuasion is perhaps the most significant in this new cold war.(MD0)","(MD0)While military conflicts will draw much of the attention, the battlefield of persuasion is perhaps the most important in this new cold war.(MD0)"
This will largely play out in the developing world as the two sides continue to convince the rest of the world that their model is the path to success as in the First Cold War.,This will largely play out in the developing world as the two sides continue to convince the world that their model is the route to success.,(MD0)This will largely play out in the developing world as the two sides continue to convince the rest of the world that their model is the path to success as in the First Cold War.(MD0),"(MD0)As in the First Cold War, this will largely play out in the developing world as the two sides strive to convince the rest of the world that their model is the path to success.(MD0)"
"The Democracy Bloc is determined to show that liberal democracy survived in the First Cold War for a reason, although authoritarians maintain that only those at the top are supported by the current model and that authoritarianism emanating from Beijing and Moscow is the path to prosperity.","The Democracy Bloc is determined to show that liberal democracy survived in the First Cold War for a reason, although authoritarians maintain that only those at the top are supported by the current model and that authoritarianism emanating from Beijing and Moscow is the path to prosperity.","(MD0)The Democracy Bloc is determined to show that liberal democracy survived in the First Cold War for a reason, although authoritarians maintain that only those at the top are supported by the current model and that authoritarianism emanating from Beijing and Moscow is the path to prosperity.(MD0)",(MD0)The Democracy Bloc is determined to prove that liberal democracy prevailed in the First Cold War for a reason while the authoritarians insist that only those at the top are served by the current system and that authoritarianism with global leadership emanating from Beijing and Moscow is the path to prosperity.(MD0)
The effects of this tug-of-war are already evident as global democracy has hit alarming lows.,"As global democracy has hit alarming lows, the effects of this tug-of-war are already apparent.",(MD0)The effects of this tug-of-war are already evident as global democracy has hit (MD1)alarming lows(MD1).(MD0),(MD0)Effects of this tug-of-war are already plain to see as global democracy has reached (MD1)alarming lows(MD1).(MD0)
"China has been boosting foreign investment, mainly via 's Belt and Road Initiative, into the developing world for almost a decade.","For almost a decade, China has been expanding its overseas investment, mainly via its Belt and Road Initiative, into the developing world.","(MD0)China has been boosting foreign investment, mainly via (MD1)'s Belt and Road Initiative(MD1), into the developing world for almost a decade.(MD0)","(MD0)For almost a decade, China has been advancing its foreign investment, mostly via (MD1)its Belt and Road Initiative(MD1), into the developing world.(MD0)"
"China has successfully made itself a competitor for leadership and influence in Africa, Asia, and Latin America by providing substantial development loans, building infrastructure, and becoming a key trading partner.","China has successfully established itself as a key trading partner, providing large development loans, building infrastructure, and becoming a key trading partner.","(MD0)China has successfully made itself a (MD1)competitor(MD1) for leadership and influence in (MD2)Africa(MD2), Asia(MD2), and (MD3)Latin America(MD3) by providing substantial development loans, building infrastructure, and becoming a (MD4)key trading partner(MD4).(MD0)","(MD0)China has successfully made itself a viable (MD1)competitor(MD1) for leadership and influence roles in (MD2)Africa(MD2), Asia, and (MD3)Latin America(MD3) by providing substantial development loans, building infrastructure, and becoming a (MD4)key trading partner(MD4).(MD0)"
China has surpassed the United States as the world's biggest trading partner as of 2020.,China has surpassed the United States as the world's biggest trading partner as of 2020.,(MD0)China has surpassed the United States as the world's biggest trading partner as of 2020.(MD0),"(MD0)As of 2020, China has surpassed the United States as the world’s biggest trading partner.(MD0)"
"The Trump administration's disastrous ""America first"" foreign policy has caused the most harm in this area.","The Trump administration's disastrous ""America first"" foreign policy has caused the most damage in this area.","(MD0)The Trump administration's disastrous ""America first"" foreign policy has caused the most harm in this area.(MD0)",(MD0)This is the area where the disastrous “America first” foreign policy of the Trump administration has done its most damage.(MD0)
"China has set out to make itself a key player in the growth and infrastructure development of countries around the world, but at the same time, the US pulled out and refused to provide any alternative.","China has set out to make itself a key component of the global growth and infrastructure development of countries, but at the same time, the US has pulled out and refused to provide any alternative.","(MD0)China has set out to make itself a key player in the growth and infrastructure development of countries around the world, but at the same time, the US pulled out and refused to provide any alternative.(MD0)",(MD0)China has set about making itself a key part of the development and infrastructure building of countries across the world at the same time the United States withdrew and failed to offer any alternative.(MD0)
"Now a fierce global leadership competition will break out with several countries that were once closely affiliated with Beijing, which has ties to Beijing.","With several countries now aligned with Beijing, many countries that had long links to Beijing, a fierce global leadership battle will break out.","(MD0)Now a fierce global leadership competition will break out with several countries that were once closely affiliated with Beijing, which has ties to Beijing.(MD0)",(MD0)Now a fierce competition for global leadership will playout with several countries formerly aligned with the United States having significant ties to Beijing.(MD0)
China has kept no information about its plans on global leadership.,China has kept no information about its plans on global leadership.,(MD0)China has kept no information about its plans on global leadership (MD0).(MD0),(MD0)China has made no secrets of its designs on global leadership.(MD0)
The world has just seen a glimpse of these aspirations through Beijing's 2022 Winter Olympics.,"Through the 2022 Winter Olympics in Beijing, the world has just seen a glimpse of these aspirations.",(MD0)The world has just seen a glimpse of these aspirations through Beijing's 2022 Winter Olympics.(MD0),(MD0)The world has just witnessed a display of these ambitions via the 2022 Winter Olympics in Beijing.(MD0)
"Oft commented on the comparison between the 2008 Olympics and China's display of power with its softer side in 2022 and the slogan ""Together for a Shared Future"" in an attempt to draw attention to the host country's concentration camps and human rights abuses.","Oft compared the 2008 Olympics and China's display of power with its softer side in 2022 and the slogan ""Together for a Shared Future"" in an attempt to draw attention to the host country's concentration camps and human rights abuses.","(MD0)Oft commented on the comparison between the 2008 Olympics and China's display of power with its softer side in 2022 and the slogan ""Together for a Shared Future"" in an attempt to draw attention to the host country's concentration camps and human rights abuses.(MD0)",(MD0)Oft commented was the contrast between the 2008 Olympics and China’s display of power with its softer side in 2022 and the motto “Together for a Shared Future.” A (MD1)diplomatic boycott(MD1) by several Democracy Bloc countries in attempt to draw attention to the concentration camps and human rights abuses of the host nation drew ire from the Chinese leadership.(MD0)
China is trying to convince countries in the balance between the blocs that they are the right model for the future.,China is trying to convince countries in the balance between the blocs that they are the right model for the future.,(MD0)China is trying to convince countries in the balance between the blocs that they are the right model for the future.(MD0),(MD0)China wants desperately to convince countries in the balance between the blocs that they are the best model for the future.(MD0)
"The country doubled down on its winter sports efforts, winning nine gold medals and beating the United States on the medal table.","The country refocused on winter sports, winning nine gold medals and overshadowing the United States on the medal table.","(MD0)The country doubled down on its winter sports efforts, winning nine gold medals and beating the United States on the medal table.(MD0)",(MD0)The country doubled down on its efforts in winter sports and successfully achieved a personal record nine gold medals and bested the United States on the medal table in the process.(MD0)
"Most notable, China made actor Eileen Gu the face of these Olympic games.","Eileen Gu, the face of these Olympic games, was the most notable.","(MD0)Most notable, China made actor (MD1)Eileen Gu(MD1) the face of these Olympic games.(MD0)","(MD0)Most importantly, China made athlete (MD1)Eileen Gu(MD1) the face of these Olympic games.(MD0)"
"Born and raised in California, but Guangzhou, China's representative, made the right symbol.","Guang was born and raised in California, but it was in China that the perfect symbol was used.","(MD0)Born and raised in California, but Guangzhou, China's representative, made the right symbol.(MD0)","(MD0)Born and raised in California, but representing China, Gu made the perfect symbol.(MD0)"
"And amid western reports of Chinese atrocities, here was an Olympic gold medalist born in the United States who would rather be Chinese.","And amid western reports of Chinese atrocities, here was an Olympic gold medalist born in the United States who would rather be Chinese.","(MD0)And amid western reports of Chinese atrocities, here was an Olympic gold medalist born in the United States who would rather be Chinese.(MD0)","(MD0)Even among western allegations of Chinese atrocities, here was an Olympic gold medalist born in the United States that would rather be Chinese.(MD0)"
It is a choice that China hopes that many countries will make in the future.,It is a decision that China hopes that many countries will make in the future.,(MD0)It is a choice that China hopes that many countries will make in the future.(MD0),(MD0)It is a choice China hopes many countries will make in the future.(MD0)
"The Summit for Democracy, which was hosted by the US last December, did the same on the soft power front as the invasion of Ukraine has crystalized the new cold war's dynamics in a military sense.","The Summit for Democracy, which was hosted by the US last December, was exactly as the invasion of Ukraine has reaffirmed the new cold war's dynamics in a military sense.","(MD0)The (MD1)Summit for Democracy(MD1), which was hosted by the US last December, did the same on the soft power front as the invasion of Ukraine has crystalized the new cold war's dynamics in a military sense.(MD0)","(MD0)Just as the invasion of Ukraine has crystalized the new cold war’s dynamics in a military sense, the (MD1)Summit for Democracy(MD1), hosted last December by the United States, did the same on the soft power front.(MD0)"
"The summit brought together over 100 countries, not including China or Russia, to discuss the democratic model's superiority and ways in which democracies can develop themselves.","The summit brought together more than 100 countries, not including China or Russia, to debate the democratic model's sway and ways in which democracies can develop themselves.","(MD0)The summit brought together over 100 countries, not including China or Russia, to discuss the democratic model's superiority and ways in which democracies can develop themselves.(MD0)","(MD0)The summit brought together over 100 countries, not including China or Russia, to discuss the superiority of the democratic model and ways in which the democracies can improve themselves.(MD0)"
Chinese and Russian leaders vehemently condemned the summit and went so far as to host their own International Forum on Democracy.,"The summit was condemned by the Chinese and Russian leaders, who even went so far as to host their own International Forum on Democracy.",(MD0)Chinese and Russian leaders (MD1) vehemently condemned(MD1) the summit and went so far as to host their own International Forum on Democracy.(MD0),(MD0)Chinese and Russian leadership (MD1)furiously denounced(MD1) the summit and went so far as to host their own International Forum on Democracy.(MD0)
"They maintained that their countries were still constituted democracies, not better ones.",They insisted that their countries had not established democracies but not better ones.,"(MD0)They maintained that their countries were still constituted democracies, not better ones.(MD0)",(MD0)They insisted that their countries too constituted democracies just better ones.(MD0)
Over 100 countries were invited once more.,Over 100 countries were invited once more.,(MD0)Over 100 countries were invited once more.(MD0),(MD0)Again over 100 countries received invitations.(MD0)
"While China and Russia may attempt to coerce the language of democracy when necessary, given that their models include neither free and fair elections nor legitimate popular participation, it is safe to say that authoritarianism will always be the guiding principle.","Although China and Russia may attempt to coerce the language of democracy when necessary, given that their models include neither free and fair elections nor widespread voter participation, it is safe to say that authoritarianism will always be the guiding principle.","(MD0)While China and Russia may attempt to coerce the language of democracy when necessary, given that their models include neither free and fair elections nor legitimate popular participation, it is safe to say that authoritarianism will always be the guiding principle.(MD0)","(MD0)While China and Russia may attempt to coopt the language of democracy when convenient, given that their models include neither free and fair elections nor legitimate popular participation, it is safe to say that authoritarianism will always be the guiding principle.(MD0)"
"As Russian tanks roll through the Ukraine and Chinese advances in global leadership, there can be no doubt that a new global cold war has emerged.","As Russian tanks roll through Ukraine and China's global leadership continues, there can be no doubt that a new global cold war has emerged.","(MD0)As Russian tanks roll through the Ukraine and Chinese advances in global leadership, there can be no doubt that a new global cold war has emerged.(MD0)",(MD0)As Russian tanks roll across the Ukraine and Chinese advances in global leadership continue there can be no doubt that a new worldwide cold war has emerged.(MD0)
"This time, the dividing line can be drawn between democratic and authoritarian political regimes.",The dividing line between democratic and authoritarian political parties can be drawn this time.,"(MD0)This time, the dividing line can be drawn between democratic and authoritarian political regimes.(MD0)",(MD0)This time the dividing line can be found between democratic and authoritarian political regimes.(MD0)
"This is a zero sum game, as George Kennan discovered at the start of the First Cold War.","This is a zero sum game, as George Kennan discovered at the start of the First Cold War.","(MD0)This is a zero sum game, as George Kennan discovered at the start of the First Cold War.(MD0)","(MD0)As George Kennan realized at the beginning of the First Cold War, this is a zero sum game.(MD0)"
One side only succeeds where the other does not succeed.,"Where the other side fails, one team only succeeds where the other does not succeed.",(MD0)One side only succeeds where the other does not succeed.(MD0),(MD0)One side only succeeds where the other fails.(MD0)
"If the other side's world order does not exist, the world order that has been formulated by each side will only exist if the other side's does not exist.",Each side's world order can only exist if the other side's does not exist.,"(MD0)If the other side's world order does not exist, the world order that has been formulated by each side will only exist if the other side's does not exist.(MD0)",(MD0)The world order advanced by each side can only exist if the other side’s does not.(MD0)
Long-term peaceful coexistence is clearly not possible.,Long-term peaceful coexistence is simply not possible.,(MD0)Long-term peaceful coexistence is clearly not possible.(MD0),(MD0)Long term peaceful coexistence is simply not possible.(MD0)
Who will win?,Who will win?,(MD0)Who will win?(MD0),(MD0)Who will win?(MD0)
Predicting the victor of a global conflict is a fool's errand.,It's a fool's errand to predict the victor of a global conflict.,(MD0)Predicting the victor of a global conflict is a fool's errand.(MD0),(MD0)Predicting the victor of a global conflict is a fool’s errand.(MD0)
"Both sides should have faith that their team will win eventually, but if history is any indication, both sides will to some extent.","Both teams should have a sense of certainty that their side will win, but if history is any indication, both teams will win to some degree.","(MD0)Both sides should have faith that their team will win eventually, but if history is any indication, both sides will to some extent.(MD0)",(MD0)Neither side should act with confidence that their side will inevitably prevail but if history is any indicator both sides to some degree will.(MD0)
"What is certain is that liberal democracy, which includes human rights and widespread participation in government, is a cause worth fighting and dying for.","Liberal democracy, which includes human rights and widespread participation in government, is a cause worth fighting and dying for.","(MD0)What is certain is that liberal democracy, which includes human rights and widespread participation in government, is a cause worth fighting and dying for.(MD0)","(MD0)What is sure is that liberal democracy, encompassing human rights and popular participation in government, is a cause worth fighting and dying for.(MD0)"
